,date,meantemp,humidity,wind_speed,meanpressure,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7
28,2013-01-29,14.125,65.5,3.2375,1016.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2013-01-30,14.71428571,70.42857143,1.057142857,1017.857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2013-01-31,16.2,65.6,2.96,1018.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2013-02-01,16.0,73.0,2.22,1016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2013-02-02,16.28571429,77.57142857,1.328571429,1017.142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2013-02-03,18.0,65.57142857,1.857142857,1015.285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2013-02-04,17.42857143,74.28571429,11.11428571,1014.571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2013-02-05,16.625,92.375,9.725,1016.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2013-02-06,16.66666667,71.33333333,8.633333333,1018.666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2013-02-07,15.6,59.4,10.74,1018.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2013-02-08,14.0,70.42857143,9.257142857,1017.142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2013-02-09,15.42857143,61.28571429,9.257142857,1016.857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2013-02-10,15.25,71.5,3.475,1017.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2013-02-11,15.875,70.5,5.325,1016.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2013-02-12,15.33333333,70.33333333,7.416666667,1017.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2013-02-13,16.28571429,70.14285714,6.085714286,1016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2013-02-14,17.33333333,63.83333333,4.333333333,1014.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2013-02-15,19.16666667,65.33333333,10.18333333,1011.666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2013-02-16,14.42857143,92.71428571,8.485714286,1008.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2013-02-17,13.66666667,90.0,0.0,1012.666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2013-02-18,15.6,78.4,12.22,1016.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2013-02-19,15.85714286,82.0,5.814285714,1015.714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2013-02-20,17.71428571,74.71428571,5.814285714,1017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2013-02-21,20.0,67.28571429,6.614285714,1015.428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2013-02-22,20.5,65.625,10.875,1016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2013-02-23,17.42857143,74.85714286,9.257142857,1017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2013-02-24,16.85714286,78.85714286,7.4,1018.857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2013-02-25,16.875,72.875,4.6375,1018.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2013-02-26,17.85714286,70.0,17.5875,1015.142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2013-02-27,20.8,57.2,6.66,1015.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2013-02-28,19.42857143,52.85714286,12.95714286,1017.428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2013-03-01,17.33333333,49.33333333,24.06666667,1016.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2013-03-02,19.0,54.0,15.725,1016.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2013-03-03,19.33333333,62.83333333,8.633333333,1016.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2013-03-04,17.6,71.0,5.56,1015.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2013-03-05,20.875,61.875,4.1625,1016.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2013-03-06,20.85714286,65.28571429,6.871428571,1015.714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2013-03-07,23.42857143,57.14285714,8.728571429,1015.285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2013-03-08,24.16666667,44.83333333,7.1,1014.833333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2013-03-09,25.42857143,49.71428571,5.285714286,1009.285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2013-03-10,23.14285714,57.57142857,4.228571429,1008.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2013-03-11,24.0,66.33333333,0.933333333,1011.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2013-03-12,23.5,62.5,4.933333333,1011.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2013-03-13,21.5,70.5,5.55,1009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2013-03-14,22.33333333,61.16666667,12.03333333,1013.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2013-03-15,24.16666667,45.83333333,7.716666667,1016.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2013-03-16,20.33333333,67.66666667,3.7,1016.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2013-03-17,22.66666667,58.66666667,8.95,1015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2013-03-18,23.42857143,58.14285714,17.45714286,1009.428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2013-03-19,22.5,73.66666667,10.48333333,1011.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2013-03-20,29.16666667,36.33333333,6.8,1009.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2013-03-21,23.83333333,58.5,10.5,1008.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2013-03-22,25.25,50.25,9.7125,1006.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2013-03-23,27.375,50.125,9.95,1007.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2013-03-24,27.0,48.75,10.8875,1010.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2013-03-25,23.5,45.5,15.9625,1010.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2013-03-26,24.14285714,44.57142857,12.95714286,1008.857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2013-03-27,21.0,62.0,1.85,1009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2013-03-28,22.42857143,62.71428571,7.414285714,1009.571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2013-03-29,21.25,70.375,5.55,1009.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2013-03-30,23.5,54.75,11.1125,1008.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2013-03-31,23.2,58.0,6.66,1008.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2013-04-01,25.375,45.5,4.4,1008.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2013-04-02,25.16666667,51.0,8.65,1009.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2013-04-03,26.2,45.6,8.14,1009.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2013-04-04,24.6,41.8,11.12,1007.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2013-04-05,25.6,31.0,15.56,1007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2013-04-06,25.85714286,29.85714286,11.9,1006.142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2013-04-07,29.14285714,23.28571429,10.31428571,1005.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2013-04-08,28.71428571,33.85714286,5.3,1006.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2013-04-09,30.16666667,30.5,8.65,1005.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2013-04-10,30.0,28.0,6.1,1006.714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2013-04-11,30.0,24.2,7.78,1006.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2013-04-12,28.85714286,32.57142857,6.342857143,1007.571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2013-04-13,30.2,29.2,10.0,1008.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2013-04-14,28.25,39.375,6.4875,1007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2013-04-15,28.25,41.375,6.25,1003.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2013-04-16,32.125,24.625,10.425,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2013-04-17,29.2,24.2,6.66,1002.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2013-04-18,30.28571429,30.28571429,4.757142857,1002.857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2013-04-19,28.28571429,31.28571429,3.971428571,1002.571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2013-04-20,30.625,29.0,7.6375,1003.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2013-04-21,27.66666667,38.66666667,13.88333333,1006.833333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2013-04-22,27.375,45.375,7.65,1010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2013-04-23,28.625,44.125,4.625,1009.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2013-04-24,30.28571429,41.71428571,2.114285714,1008.571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2013-04-25,31.14285714,38.28571429,3.7,1007.714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2013-04-26,29.875,45.875,6.7125,1008.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2013-04-27,31.14285714,31.42857143,13.48571429,1007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2013-04-28,30.57142857,28.0,12.97142857,1005.428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2013-04-29,32.125,26.375,7.875,1004.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2013-04-30,31.14285714,32.0,7.928571429,1004.857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2013-05-01,31.85714286,15.85714286,12.68571429,1002.833333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2013-05-02,29.83333333,22.16666667,11.43333333,1001.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2013-05-03,28.57142857,31.57142857,9.0,999.4285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2013-05-04,32.85714286,31.42857143,2.914285714,999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2013-05-05,32.625,31.125,3.0125,1000.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2013-05-06,32.75,39.25,3.7,1001.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2013-05-07,32.875,33.25,7.175,1002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2013-05-08,34.5,23.0,9.25,1001.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2013-05-09,34.28571429,26.0,8.985714286,1000.857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2013-05-10,34.0,27.71428571,9.528571429,1000.142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2013-05-11,30.75,30.375,14.8125,999.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2013-05-12,29.85714286,40.14285714,5.828571429,1003.714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2013-05-13,31.71428571,34.0,3.971428571,1003.571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2013-05-14,32.28571429,34.28571429,4.771428571,1001.571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2013-05-15,33.0,33.0,3.2375,999.8571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2013-05-16,33.0,34.75,7.175,998.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2013-05-17,32.83333333,28.16666667,9.866666667,1000.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2013-05-18,31.4,42.2,12.96666667,999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2013-05-19,35.33333333,22.33333333,15.75,999.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,2013-05-20,36.4,24.2,7.4,998.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2013-05-21,36.0,19.0,11.37142857,998.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,2013-05-22,36.75,22.125,17.5875,998.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2013-05-23,37.5,23.33333333,13.56666667,997.1666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,2013-05-24,38.42857143,27.42857143,11.38571429,996.4285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2013-05-25,38.71428571,22.42857143,10.31428571,998.1428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2013-05-26,37.8,21.2,10.74,998.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2013-05-27,35.85714286,31.57142857,8.728571429,999.1428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2013-05-28,35.33333333,29.0,8.333333333,1000.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2013-05-29,34.14285714,27.85714286,5.557142857,999.4285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2013-05-30,32.2,28.2,5.56,999.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2013-05-31,33.625,40.125,10.6375,998.7142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2013-06-01,32.0,54.0,13.4375,998.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,2013-06-02,32.4,56.6,14.2,1001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2013-06-03,35.6,47.0,12.24,999.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,2013-06-04,35.85714286,42.57142857,5.028571429,999.8571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,2013-06-05,37.16666667,36.5,9.866666667,998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,2013-06-06,31.28571429,61.71428571,10.04285714,997.2857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2013-06-07,34.0,49.25,7.4125,998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2013-06-08,34.2,57.4,13.34,997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2013-06-09,36.16666667,40.0,11.41666667,995.1666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2013-06-10,36.625,42.75,8.1,995.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2013-06-11,30.16666667,61.66666667,16.35,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2013-06-12,34.14285714,54.14285714,7.414285714,998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2013-06-13,29.83333333,68.66666667,9.866666667,998.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2013-06-14,30.14285714,68.14285714,7.942857143,997.4285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2013-06-15,30.71428571,65.0,13.22857143,997.8571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,2013-06-16,27.0,88.85714286,8.485714286,996.4285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2013-06-17,26.875,87.375,8.3375,994.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2013-06-18,28.4,83.6,5.18,996.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2013-06-19,29.85714286,72.85714286,4.228571429,999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2013-06-20,33.0,52.71428571,4.771428571,997.1666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2013-06-21,34.83333333,47.33333333,5.866666667,995.3333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2013-06-22,35.6,39.4,10.74,996.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2013-06-23,35.16666667,53.0,8.35,995.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,2013-06-24,33.14285714,55.0,13.22857143,996.2857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2013-06-25,30.57142857,70.42857143,11.11428571,999.1666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
176,2013-06-26,30.66666667,71.5,6.483333333,999.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
177,2013-06-27,31.42857143,61.85714286,7.957142857,996.7142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2013-06-28,31.5,64.25,8.8125,996.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
179,2013-06-29,33.25,57.0,13.875,995.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2013-06-30,32.83333333,52.16666667,10.5,997.1666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181,2013-07-01,33.85714286,54.0,8.728571429,996.4285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2013-07-02,33.14285714,58.28571429,9.8,996.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
183,2013-07-03,31.57142857,70.0,6.357142857,997.5714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2013-07-04,32.375,67.5,9.25,997.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
185,2013-07-05,32.8,62.2,12.96,997.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186,2013-07-06,31.0,73.14285714,11.37142857,1000.571429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2013-07-07,31.16666667,77.33333333,7.1,1000.166667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2013-07-08,29.83333333,75.16666667,6.483333333,997.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
189,2013-07-09,29.0,78.83333333,8.016666667,996.8333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2013-07-10,29.75,75.375,6.4875,995.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2013-07-11,32.5,65.5,7.116666667,997.3333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2013-07-12,28.875,86.625,5.5625,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
193,2013-07-13,31.75,70.25,12.0625,998.875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2013-07-14,30.75,71.625,4.8125,997.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2013-07-15,31.75,73.25,13.5375,998.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2013-07-16,29.875,83.875,9.0,999.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2013-07-17,31.125,78.375,8.65,998.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2013-07-18,31.75,76.0,5.55,995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
199,2013-07-19,30.5,73.5,9.266666667,995.3333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2013-07-20,26.83333333,90.66666667,4.933333333,999.1666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
201,2013-07-21,28.2,88.0,2.24,996.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202,2013-07-22,29.5,80.33333333,4.333333333,996.8333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2013-07-23,31.85714286,70.71428571,3.971428571,998.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2013-07-24,29.71428571,84.14285714,3.971428571,997.1428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
205,2013-07-25,28.33333333,84.5,8.016666667,995.1666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2013-07-26,30.0,73.85714286,5.571428571,995.4285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2013-07-27,30.14285714,79.0,4.228571429,997.2857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2013-07-28,32.28571429,67.42857143,6.085714286,998.1428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
209,2013-07-29,31.0,77.42857143,4.771428571,997.1428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2013-07-30,30.5,75.66666667,8.016666667,996.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2013-07-31,28.83333333,78.5,9.866666667,996.6666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2013-08-01,30.0,73.5,5.55,998.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2013-08-02,31.57142857,66.42857143,11.11428571,999.4285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2013-08-03,32.5,62.33333333,10.81666667,1000.833333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2013-08-04,32.5,62.5,5.1,993.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2013-08-05,29.5,77.0,6.783333333,1001.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2013-08-06,27.16666667,90.66666667,4.016666667,1002.166667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2013-08-07,28.375,85.25,3.25,1001.875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219,2013-08-08,28.5,84.0,6.166666667,1000.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
220,2013-08-09,27.16666667,87.5,3.716666667,1001.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2013-08-10,29.42857143,79.85714286,6.1,1000.333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2013-08-11,30.0,76.83333333,6.8,1001.166667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2013-08-12,29.5,81.5,8.35,1001.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2013-08-13,30.75,72.0,11.125,999.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2013-08-14,29.66666667,74.33333333,9.866666667,999.8333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
